"","ACTIVITY_NR","SITE_STATE","CLOSE_CASE_DATE","RNUM"
"664","345366652","NY",2021-10-15,"64"
"665","345369342","CA",2021-10-15,"65"
"666","345373211","CA",2021-10-15,"66"
"667","345374235","WA",2021-10-15,"67"
"668","345376420","WA",2021-10-15,"68"
"669","345377634","CA",2021-10-15,"69"
"670","345380943","OH",2021-10-15,"70"
"671","345381883","NY",2021-10-15,"71"
"672","345384341","NY",2021-10-15,"72"
"673","345386973","TX",2021-10-15,"73"
"674","345388169","FL",2021-10-15,"74"
"675","345388318","PR",2021-10-15,"75"
"676","345394340","MA",2021-10-15,"76"
"677","345396741","AL",2021-10-15,"77"
"678","345399067","NC",2021-10-15,"78"
"679","345400451","UT",2021-10-15,"79"
"680","345400832","WA",2021-10-15,"80"
"681","345401244","WA",2021-10-15,"81"
"682","345402358","IL",2021-10-15,"82"
"683","345402564","IA",2021-10-15,"83"
"684","345410856","CT",2021-10-15,"84"
"685","345412639","PR",2021-10-15,"85"
"686","345418123","NV",2021-10-15,"86"
"687","345418297","CT",2021-10-15,"87"
"688","345418347","OH",2021-10-15,"88"
"689","345419550","IL",2021-10-15,"89"
"690","345420988","GA",2021-10-15,"90"
"691","345424824","WI",2021-10-15,"91"
"692","345427363","MA",2021-10-15,"92"
"693","345430797","LA",2021-10-15,"93"
"694","345433437","MO",2021-10-15,"94"
"695","345435846","OH",2021-10-15,"95"
"696","345438303","NY",2021-10-15,"96"
"697","345438931","NY",2021-10-15,"97"
"698","345443667","OH",2021-10-15,"98"
"699","345446488","NY",2021-10-15,"99"
"700","345446546","NY",2021-10-15,"100"
"701","345458202","WA",2021-10-15,"101"
"702","345458228","WA",2021-10-15,"102"
"703","345462915","CA",2021-10-15,"103"
"704","345463673","MN",2021-10-15,"104"
"705","345466635","OH",2021-10-15,"105"
"706","345468516","IL",2021-10-15,"106"
"707","345474878","NY",2021-10-15,"107"
"708","345479059","PR",2021-10-15,"108"
"709","345479968","CA",2021-10-15,"109"
"710","345481543","VA",2021-10-15,"110"
"711","345484711","NE",2021-10-15,"111"
"712","345487334","FL",2021-10-15,"112"
"713","345490700","MA",2021-10-15,"113"
"714","345492235","UT",2021-10-15,"114"
"715","345494660","NY",2021-10-15,"115"
"716","345496699","VA",2021-10-15,"116"
"717","345498687","FL",2021-10-15,"117"
"718","345499834","OH",2021-10-15,"118"
"719","345499909","OH",2021-10-15,"119"
"720","345503635","MN",2021-10-15,"120"
"721","345504187","NV",2021-10-15,"121"
"722","345506026","MD",2021-10-15,"122"
"723","345506117","OH",2021-10-15,"123"
"724","345514053","MI",2021-10-15,"124"
"725","345514434","IN",2021-10-15,"125"
"726","345518013","NE",2021-10-15,"126"
"727","345522049","OH",2021-10-15,"127"
"728","345523278","NY",2021-10-15,"128"
"729","345524862","WA",2021-10-15,"129"
"730","345525216","CO",2021-10-15,"130"
"731","345525448","OK",2021-10-15,"131"
"732","345526941","MN",2021-10-15,"132"
"733","345527881","PR",2021-10-15,"133"
"734","345530836","MN",2021-10-15,"134"
"735","345534655","TX",2021-10-15,"135"
"736","345534671","OK",2021-10-15,"136"
"737","345534754","TN",2021-10-15,"137"
"738","345536981","CA",2021-10-15,"138"
"739","345540066","OH",2021-10-15,"139"
"740","345540231","MD",2021-10-15,"140"
"741","345540728","PR",2021-10-15,"141"
"742","345542153","TX",2021-10-15,"142"
"743","345546394","PA",2021-10-15,"143"
"744","345547483","OH",2021-10-15,"144"
"745","345548937","VA",2021-10-15,"145"
"746","345550362","TX",2021-10-15,"146"
"747","345552731","CA",2021-10-15,"147"
"748","345553515","WA",2021-10-15,"148"
"749","345553846","OH",2021-10-15,"149"
"750","345555262","TN",2021-10-15,"150"
"751","345555577","IN",2021-10-15,"151"
"752","345556401","TN",2021-10-15,"152"
"753","345557946","MD",2021-10-15,"153"
"754","345559934","IN",2021-10-15,"154"
"755","345560338","NY",2021-10-15,"155"
"756","345561021","MA",2021-10-15,"156"
"757","345561278","MA",2021-10-15,"157"
"758","345564504","IL",2021-10-15,"158"
"759","345565956","FL",2021-10-15,"159"
"760","345567200","MS",2021-10-15,"160"
"761","345567770","IN",2021-10-15,"161"
"762","345567945","MN",2021-10-15,"162"
"763","345570501","MN",2021-10-15,"163"
"764","345577084","IL",2021-10-15,"164"
"765","345579981","TX",2021-10-15,"165"
"766","345580625","PR",2021-10-15,"166"
"767","345581490","NY",2021-10-15,"167"
"768","345581623","GA",2021-10-15,"168"
"769","345581771","TX",2021-10-15,"169"
"770","345587257","WA",2021-10-15,"170"
"771","345623375","OR",2021-10-15,"171"
"772","336319793","PA",2021-11-01,"1"
"773","339206914","NH",2021-11-01,"2"
"774","341201978","NC",2021-11-01,"3"
"775","342535739","CA",2021-11-01,"4"
"776","342535986","CA",2021-11-01,"5"
"777","342668571","CA",2021-11-01,"6"
"778","343257077","MA",2021-11-01,"7"
"779","343648861","MI",2021-11-01,"8"
"780","343703906","CA",2021-11-01,"9"
"781","343757506","KY",2021-11-01,"10"
"782","343766051","NJ",2021-11-01,"11"
"783","343975777","NJ",2021-11-01,"12"
"784","343982476","NJ",2021-11-01,"13"
"785","344056981","NJ",2021-11-01,"14"
"786","344099049","NJ",2021-11-01,"15"
"787","344102165","OH",2021-11-01,"16"
"788","344219852","MD",2021-11-01,"17"
"789","344224845","CA",2021-11-01,"18"
"790","344243126","NC",2021-11-01,"19"
"791","344284062","AL",2021-11-01,"20"
"792","344291422","CA",2021-11-01,"21"
"793","344343777","NJ",2021-11-01,"22"
"794","344369459","CA",2021-11-01,"23"
"795","344498183","VI",2021-11-01,"24"
"796","344503511","OH",2021-11-01,"25"
"797","344626858","IL",2021-11-01,"26"
"798","344648316","NC",2021-11-01,"27"
"799","344703673","NJ",2021-11-01,"28"
"800","344760103","NJ",2021-11-01,"29"
"801","344770052","CA",2021-11-01,"30"
"802","344799275","FL",2021-11-01,"31"
"803","344805080","CA",2021-11-01,"32"
"804","344828736","WA",2021-11-01,"33"
"805","344830393","CA",2021-11-01,"34"
"806","344831144","OH",2021-11-01,"35"
"807","344893730","NY",2021-11-01,"36"
"808","344955026","CA",2021-11-01,"37"
"809","344984729","WY",2021-11-01,"38"
"810","344992102","TN",2021-11-01,"39"
"811","345023634","NY",2021-11-01,"40"
"812","345095624","NJ",2021-11-01,"41"
"813","345129779","CA",2021-11-01,"42"
"814","345131296","NJ",2021-11-01,"43"
"815","345152045","NJ",2021-11-01,"44"
"816","345167704","NY",2021-11-01,"45"
"817","345176754","CA",2021-11-01,"46"
"818","345181564","PA",2021-11-01,"47"
"819","345184550","CA",2021-11-01,"48"
"820","345189971","CA",2021-11-01,"49"
"821","345190003","IL",2021-11-01,"50"
"822","345190219","MA",2021-11-01,"51"
"823","345192694","MA",2021-11-01,"52"
"824","345201784","MI",2021-11-01,"53"
"825","345206908","CO",2021-11-01,"54"
"826","345211254","MO",2021-11-01,"55"
"827","345230007","KS",2021-11-01,"56"
"828","345234108","MS",2021-11-01,"57"
"829","345237143","NJ",2021-11-01,"58"
"830","345242903","FL",2021-11-01,"59"
"831","345249882","CA",2021-11-01,"60"
"832","345252662","SC",2021-11-01,"61"
"833","345268635","FL",2021-11-01,"62"
"834","345268833","CA",2021-11-01,"63"
"835","345272413","LA",2021-11-01,"64"
"836","345276315","NH",2021-11-01,"65"
"837","345277107","NJ",2021-11-01,"66"
"838","345277693","NJ",2021-11-01,"67"
"839","345284483","VT",2021-11-01,"68"
"840","345285738","NJ",2021-11-01,"69"
"841","345287205","NV",2021-11-01,"70"
"842","345288112","NJ",2021-11-01,"71"
"843","345289136","IL",2021-11-01,"72"
"844","345300438","MI",2021-11-01,"73"
"845","345301121","MI",2021-11-01,"74"
"846","345301311","AL",2021-11-01,"75"
"847","345301774","NY",2021-11-01,"76"
"848","345302053","IL",2021-11-01,"77"
"849","345302236","NJ",2021-11-01,"78"
"850","345302889","OH",2021-11-01,"79"
"851","345303283","IN",2021-11-01,"80"
"852","345303473","WA",2021-11-01,"81"
"853","345303705","VI",2021-11-01,"82"
"854","345305072","NJ",2021-11-01,"83"
"855","345315485","NJ",2021-11-01,"84"
"856","345316509","NC",2021-11-01,"85"
"857","345318125","VA",2021-11-01,"86"
"858","345326383","CA",2021-11-01,"87"
"859","345338198","MD",2021-11-01,"88"
"860","345339758","CA",2021-11-01,"89"
"861","345341689","TN",2021-11-01,"90"
"862","345344428","PA",2021-11-01,"91"
"863","345344469","PA",2021-11-01,"92"
"864","345344626","PA",2021-11-01,"93"
"865","345346126","UT",2021-11-01,"94"
"866","345346415","MD",2021-11-01,"95"
"867","345346456","MD",2021-11-01,"96"
"868","345346605","KS",2021-11-01,"97"
"869","345350821","NY",2021-11-01,"98"
"870","345352264","HI",2021-11-01,"99"
"871","345353189","NJ",2021-11-01,"100"
"872","345367015","CA",2021-11-01,"101"
"873","345370407","CA",2021-11-01,"102"
"874","345370910","CA",2021-11-01,"103"
"875","345373658","GU",2021-11-01,"104"
"876","345374797","MA",2021-11-01,"105"
"877","345378962","AL",2021-11-01,"106"
"878","345380406","NJ",2021-11-01,"107"
"879","345387120","OK",2021-11-01,"108"
"880","345387468","OK",2021-11-01,"109"
"881","345388771","CA",2021-11-01,"110"
"882","345389571","MD",2021-11-01,"111"
"883","345390678","NH",2021-11-01,"112"
"884","345390744","MI",2021-11-01,"113"
"885","345398028","KS",2021-11-01,"114"
"886","345399554","MD",2021-11-01,"115"
"887","345399745","MT",2021-11-01,"116"
"888","345402705","PA",2021-11-01,"117"
"889","345405302","NV",2021-11-01,"118"
"890","345413348","NJ",2021-11-01,"119"
"891","345413496","TX",2021-11-01,"120"
"892","345415780","OH",2021-11-01,"121"
"893","345416218","UT",2021-11-01,"122"
"894","345417943","CT",2021-11-01,"123"
"895","345418370","CT",2021-11-01,"124"
"896","345422323","PA",2021-11-01,"125"
"897","345424154","CT",2021-11-01,"126"
"898","345424204","CT",2021-11-01,"127"
"899","345424238","CT",2021-11-01,"128"
"900","345424279","WV",2021-11-01,"129"
"901","345427082","AL",2021-11-01,"130"
"902","345427777","WI",2021-11-01,"131"
"903","345434237","VA",2021-11-01,"132"
"904","345437214","CA",2021-11-01,"133"
"905","345439319","MT",2021-11-01,"134"
"906","345440135","CA",2021-11-01,"135"
"907","345443162","CT",2021-11-01,"136"
"908","345443360","CT",2021-11-01,"137"
"909","345443543","CT",2021-11-01,"138"
"910","345443758","NJ",2021-11-01,"139"
"911","345443998","CT",2021-11-01,"140"
"912","345448864","KS",2021-11-01,"141"
"913","345449417","IL",2021-11-01,"142"
"914","345452726","UT",2021-11-01,"143"
"915","345459812","VA",2021-11-01,"144"
"916","345459879","VA",2021-11-01,"145"
"917","345468706","PA",2021-11-01,"146"
"918","345468722","PA",2021-11-01,"147"
"919","345469365","GA",2021-11-01,"148"
"920","345477236","NV",2021-11-01,"149"
"921","345477848","CA",2021-11-01,"150"
"922","345479505","KS",2021-11-01,"151"
"923","345479885","MO",2021-11-01,"152"
"924","345480693","OR",2021-11-01,"153"
"925","345485577","ID",2021-11-01,"154"
"926","345486732","OH",2021-11-01,"155"
"927","345489108","CA",2021-11-01,"156"
"928","345490577","CA",2021-11-01,"157"
"929","345491856","TN",2021-11-01,"158"
"930","345495451","MI",2021-11-01,"159"
"931","345497911","MI",2021-11-01,"160"
"932","345500748","TX",2021-11-01,"161"
"933","345501423","IN",2021-11-01,"162"
"934","345501506","MN",2021-11-01,"163"
"935","345504195","TX",2021-11-01,"164"
"936","345506125","MO",2021-11-01,"165"
"937","345506208","IA",2021-11-01,"166"
"938","345507222","VA",2021-11-01,"167"
"939","345510192","CA",2021-11-01,"168"
"940","345510358","CA",2021-11-01,"169"
"941","345513618","TX",2021-11-01,"170"
"942","345513832","TX",2021-11-01,"171"
"943","345518849","CA",2021-11-01,"172"
"944","345521066","FL",2021-11-01,"173"
"945","345522031","IL",2021-11-01,"174"
"946","345525844","NV",2021-11-01,"175"
"947","345526297","CO",2021-11-01,"176"
"948","345526511","NV",2021-11-01,"177"
"949","345529994","MI",2021-11-01,"178"
"950","345530190","NY",2021-11-01,"179"
"951","345531610","MI",2021-11-01,"180"
"952","345534051","SD",2021-11-01,"181"
"953","345534440","MI",2021-11-01,"182"
"954","345534515","CA",2021-11-01,"183"
"955","345536510","OH",2021-11-01,"184"
"956","345545149","CA",2021-11-01,"185"
"957","345545214","IL",2021-11-01,"186"
"958","345547202","MI",2021-11-01,"187"
"959","345551527","MI",2021-11-01,"188"
"960","345554927","MI",2021-11-01,"189"
"961","345557706","WA",2021-11-01,"190"
"962","345559223","VA",2021-11-01,"191"
"963","345560254","MT",2021-11-01,"192"
"964","345561112","MT",2021-11-01,"193"
"965","345561591","CA",2021-11-01,"194"
"966","345562094","HI",2021-11-01,"195"
"967","345563274","IA",2021-11-01,"196"
"968","345565386","WA",2021-11-01,"197"
"969","345565964","TX",2021-11-01,"198"
"970","345567366","NV",2021-11-01,"199"
"971","345570014","CA",2021-11-01,"200"
"972","340750132","CA",2021-11-15,"1"
"973","341753812","FL",2021-11-15,"2"
"974","342011624","CA",2021-11-15,"3"
"975","342090404","GA",2021-11-15,"4"
"976","342806981","OH",2021-11-15,"5"
"977","343147419","CA",2021-11-15,"6"
"978","343292157","CA",2021-11-15,"7"
"979","343387148","CA",2021-11-15,"8"
"980","343484176","CA",2021-11-15,"9"
"981","343578423","OH",2021-11-15,"10"
"982","343721866","NC",2021-11-15,"11"
"983","343754305","NC",2021-11-15,"12"
"984","343802815","CA",2021-11-15,"13"
"985","343956264","MI",2021-11-15,"14"
"986","344085006","TX",2021-11-15,"15"
"987","344245014","CT",2021-11-15,"16"
"988","344289160","PA",2021-11-15,"17"
"989","344367362","OH",2021-11-15,"18"
"990","344489638","OH",2021-11-15,"19"
"991","344492905","OH",2021-11-15,"20"
"992","344550306","PR",2021-11-15,"21"
"993","344573571","WI",2021-11-15,"22"
"994","344582457","AL",2021-11-15,"23"
"995","344626437","NJ",2021-11-15,"24"
"996","344690987","CA",2021-11-15,"25"
"997","344707732","AL",2021-11-15,"26"
"998","344707815","KS",2021-11-15,"27"
"999","344762695","KY",2021-11-15,"28"
"1000","344792767","FL",2021-11-15,"29"
"1001","344836085","TN",2021-11-15,"30"
"1002","344865597","CA",2021-11-15,"31"
"1003","344868740","NJ",2021-11-15,"32"
"1004","344946553","CA",2021-11-15,"33"
"1005","344955307","KS",2021-11-15,"34"
"1006","344956008","OH",2021-11-15,"35"
"1007","344963285","WI",2021-11-15,"36"
"1008","344987862","OH",2021-11-15,"37"
"1009","344993290","CA",2021-11-15,"38"
"1010","345030563","NV",2021-11-15,"39"
"1011","345036164","SC",2021-11-15,"40"
"1012","345051502","CA",2021-11-15,"41"
"1013","345062269","MN",2021-11-15,"42"
"1014","345076483","NC",2021-11-15,"43"
"1015","345080956","NY",2021-11-15,"44"
"1016","345104152","MI",2021-11-15,"45"
"1017","345112080","CO",2021-11-15,"46"
"1018","345123335","VA",2021-11-15,"47"
"1019","345129290","CA",2021-11-15,"48"
"1020","345152375","NY",2021-11-15,"49"
"1021","345174544","CA",2021-11-15,"50"
"1022","345177091","OK",2021-11-15,"51"
"1023","345201743","MA",2021-11-15,"52"
"1024","345223416","FL",2021-11-15,"53"
"1025","345223762","TX",2021-11-15,"54"
"1026","345239446","WI",2021-11-15,"55"
"1027","345250914","NY",2021-11-15,"56"
"1028","345252100","TX",2021-11-15,"57"
"1029","345254031","AL",2021-11-15,"58"
"1030","345255343","CA",2021-11-15,"59"
"1031","345266969","AL",2021-11-15,"60"
"1032","345275028","NH",2021-11-15,"61"
"1033","345275762","MI",2021-11-15,"62"
"1034","345278642","MI",2021-11-15,"63"
"1035","345282479","CA",2021-11-15,"64"
"1036","345288757","VA",2021-11-15,"65"
"1037","345288831","AL",2021-11-15,"66"
"1038","345289763","CA",2021-11-15,"67"
"1039","345291090","CT",2021-11-15,"68"
"1040","345298814","GA",2021-11-15,"69"
"1041","345304109","IL",2021-11-15,"70"
"1042","345306435","NJ",2021-11-15,"71"
"1043","345312367","KS",2021-11-15,"72"
"1044","345312573","NH",2021-11-15,"73"
"1045","345315139","AL",2021-11-15,"74"
"1046","345315766","CA",2021-11-15,"75"
"1047","345316384","NY",2021-11-15,"76"
"1048","345320352","AL",2021-11-15,"77"
"1049","345321053","AL",2021-11-15,"78"
"1050","345321111","AL",2021-11-15,"79"
"1051","345325237","SD",2021-11-15,"80"
"1052","345327712","NJ",2021-11-15,"81"
"1053","345330278","NY",2021-11-15,"82"
"1054","345330757","AL",2021-11-15,"83"
"1055","345331243","NJ",2021-11-15,"84"
"1056","345335178","TX",2021-11-15,"85"
"1057","345336531","CA",2021-11-15,"86"
"1058","345339790","AL",2021-11-15,"87"
"1059","345342505","SC",2021-11-15,"88"
"1060","345343925","TX",2021-11-15,"89"
"1061","345344394","NJ",2021-11-15,"90"
"1062","345345524","NJ",2021-11-15,"91"
"1063","345345532","NJ",2021-11-15,"92"
"1064","345346886","VI",2021-11-15,"93"
"1065","345346951","VI",2021-11-15,"94"
"1066","345350151","VI",2021-11-15,"95"
"1067","345350227","VI",2021-11-15,"96"
"1068","345351662","CO",2021-11-15,"97"
"1069","345354112","VI",2021-11-15,"98"
"1070","345354328","VI",2021-11-15,"99"
"1071","345357883","NJ",2021-11-15,"100"
"1072","345362222","CA",2021-11-15,"101"
"1073","345362347","VI",2021-11-15,"102"
"1074","345368898","CA",2021-11-15,"103"
"1075","345371975","NJ",2021-11-15,"104"
"1076","345373070","NY",2021-11-15,"105"
"1077","345374581","NJ",2021-11-15,"106"
"1078","345375596","IL",2021-11-15,"107"
"1079","345376669","WV",2021-11-15,"108"
"1080","345377030","TX",2021-11-15,"109"
"1081","345387377","NJ",2021-11-15,"110"
"1082","345389241","KY",2021-11-15,"111"
"1083","345393631","GA",2021-11-15,"112"
"1084","345394035","MP",2021-11-15,"113"
"1085","345394324","GU",2021-11-15,"114"
"1086","345396451","NJ",2021-11-15,"115"
"1087","345397715","MI",2021-11-15,"116"
"1088","345398317","MN",2021-11-15,"117"
"1089","345400329","IL",2021-11-15,"118"
"1090","345406821","MN",2021-11-15,"119"
"1091","345409825","IL",2021-11-15,"120"
"1092","345411193","NE",2021-11-15,"121"
"1093","345412654","CA",2021-11-15,"122"
"1094","345413033","AL",2021-11-15,"123"
"1095","345415715","OH",2021-11-15,"124"
"1096","345416754","AL",2021-11-15,"125"
"1097","345422778","CA",2021-11-15,"126"
"1098","345423909","WI",2021-11-15,"127"
"1099","345427868","FL",2021-11-15,"128"
"1100","345429948","NJ",2021-11-15,"129"
"1101","345430375","VA",2021-11-15,"130"
"1102","345432314","MI",2021-11-15,"131"
"1103","345433569","CA",2021-11-15,"132"
"1104","345435093","PA",2021-11-15,"133"
"1105","345437461","OR",2021-11-15,"134"
"1106","345437586","NV",2021-11-15,"135"
"1107","345439475","CA",2021-11-15,"136"
"1108","345445258","MN",2021-11-15,"137"
"1109","345448039","NC",2021-11-15,"138"
"1110","345450019","VA",2021-11-15,"139"
"1111","345450878","MN",2021-11-15,"140"
"1112","345450936","MN",2021-11-15,"141"
"1113","345456792","OH",2021-11-15,"142"
"1114","345457675","AL",2021-11-15,"143"
"1115","345458129","MN",2021-11-15,"144"
"1116","345458913","MA",2021-11-15,"145"
"1117","345465819","MN",2021-11-15,"146"
"1118","345466288","FL",2021-11-15,"147"
"1119","345466841","NE",2021-11-15,"148"
"1120","345468615","NE",2021-11-15,"149"
"1121","345470223","KY",2021-11-15,"150"
"1122","345471338","MA",2021-11-15,"151"
"1123","345471528","NE",2021-11-15,"152"
"1124","345473904","NJ",2021-11-15,"153"
"1125","345477228","FL",2021-11-15,"154"
"1126","345477418","MI",2021-11-15,"155"
"1127","345486278","MN",2021-11-15,"156"
"1128","345487359","MA",2021-11-15,"157"
"1129","345488100","MA",2021-11-15,"158"
"1130","345488126","MA",2021-11-15,"159"
"1131","345488233","NJ",2021-11-15,"160"
"1132","345489173","NC",2021-11-15,"161"
"1133","345491427","SC",2021-11-15,"162"
"1134","345498273","TX",2021-11-15,"163"
"1135","345498778","IL",2021-11-15,"164"
"1136","345500813","FL",2021-11-15,"165"
"1137","345503585","NC",2021-11-15,"166"
"1138","345505945","NY",2021-11-15,"167"
"1139","345506109","MD",2021-11-15,"168"
"1140","345506620","FL",2021-11-15,"169"
"1141","345507164","CA",2021-11-15,"170"
"1142","345509848","OH",2021-11-15,"171"
"1143","345510432","MA",2021-11-15,"172"
"1144","345510465","MA",2021-11-15,"173"
"1145","345511232","AZ",2021-11-15,"174"
"1146","345511968","NC",2021-11-15,"175"
"1147","345512594","WA",2021-11-15,"176"
"1148","345515571","TX",2021-11-15,"177"
"1149","345519359","MN",2021-11-15,"178"
"1150","345520357","MI",2021-11-15,"179"
"1151","345521637","SC",2021-11-15,"180"
"1152","345522072","MI",2021-11-15,"181"
"1153","345528236","CA",2021-11-15,"182"
"1154","345530653","SC",2021-11-15,"183"
"1155","345532758","HI",2021-11-15,"184"
"1156","345536445","MI",2021-11-15,"185"
"1157","345538508","MD",2021-11-15,"186"
"1158","345540058","MI",2021-11-15,"187"
"1159","345542690","MI",2021-11-15,"188"
"1160","345543706","SC",2021-11-15,"189"
"1161","345543714","SC",2021-11-15,"190"
"1162","345543722","SC",2021-11-15,"191"
"1163","345543797","MN",2021-11-15,"192"
"1164","345544381","VA",2021-11-15,"193"
"1165","345544431","VA",2021-11-15,"194"
"1166","345544449","NY",2021-11-15,"195"
"1167","345544530","VA",2021-11-15,"196"
"1168","345545040","UT",2021-11-15,"197"
"1169","345552061","CT",2021-11-15,"198"
"1170","345554588","PA",2021-11-15,"199"
"1171","345556880","TN",2021-11-15,"200"
"1172","340887108","WI",2021-12-01,"1"
"1173","343165643","TX",2021-12-01,"2"
"1174","343420097","TX",2021-12-01,"3"
"1175","343612560","MI",2021-12-01,"4"
"1176","343658761","TX",2021-12-01,"5"
"1177","343683504","FL",2021-12-01,"6"
"1178","343684379","FL",2021-12-01,"7"
"1179","343722468","FL",2021-12-01,"8"
"1180","343895371","TX",2021-12-01,"9"
"1181","343923710","WI",2021-12-01,"10"
"1182","344080239","FL",2021-12-01,"11"
"1183","344100839","TX",2021-12-01,"12"
"1184","344176490","TX",2021-12-01,"13"
"1185","344305826","TX",2021-12-01,"14"
"1186","344308200","FL",2021-12-01,"15"
"1187","344323787","FL",2021-12-01,"16"
"1188","344332002","FL",2021-12-01,"17"
"1189","344356555","VA",2021-12-01,"18"
"1190","344360185","MI",2021-12-01,"19"
"1191","344379359","FL",2021-12-01,"20"
"1192","344381389","TX",2021-12-01,"21"
"1193","344417597","FL",2021-12-01,"22"
"1194","344456116","FL",2021-12-01,"23"
"1195","344466388","TX",2021-12-01,"24"
"1196","344506811","FL",2021-12-01,"25"
"1197","344524384","FL",2021-12-01,"26"
"1198","344526546","OH",2021-12-01,"27"
"1199","344563879","TX",2021-12-01,"28"
"1200","344620927","NC",2021-12-01,"29"
"1201","344733514","FL",2021-12-01,"30"
"1202","344746755","VT",2021-12-01,"31"
"1203","344773890","FL",2021-12-01,"32"
"1204","344824313","FL",2021-12-01,"33"
"1205","344869466","FL",2021-12-01,"34"
"1206","344871819","FL",2021-12-01,"35"
"1207","344906474","FL",2021-12-01,"36"
"1208","344944186","CA",2021-12-01,"37"
"1209","344979869","WA",2021-12-01,"38"
"1210","344996053","CA",2021-12-01,"39"
"1211","345001655","TX",2021-12-01,"40"
"1212","345034565","WA",2021-12-01,"41"
"1213","345035034","CA",2021-12-01,"42"
"1214","345036883","FL",2021-12-01,"43"
"1215","345039192","TX",2021-12-01,"44"
"1216","345050975","FL",2021-12-01,"45"
"1217","345053250","IL",2021-12-01,"46"
"1218","345084115","FL",2021-12-01,"47"
"1219","345115836","WI",2021-12-01,"48"
"1220","345123020","OH",2021-12-01,"49"
"1221","345186811","FL",2021-12-01,"50"
"1222","345192652","OH",2021-12-01,"51"
"1223","345203590","GA",2021-12-01,"52"
"1224","345226419","WI",2021-12-01,"53"
"1225","345233225","OK",2021-12-01,"54"
"1226","345239503","MD",2021-12-01,"55"
"1227","345246516","WA",2021-12-01,"56"
"1228","345252209","NV",2021-12-01,"57"
"1229","345256192","WA",2021-12-01,"58"
"1230","345261101","FL",2021-12-01,"59"
"1231","345261226","OH",2021-12-01,"60"
"1232","345270698","MO",2021-12-01,"61"
"1233","345272009","WA",2021-12-01,"62"
"1234","345273577","NY",2021-12-01,"63"
"1235","345282610","NY",2021-12-01,"64"
"1236","345294995","DE",2021-12-01,"65"
"1237","345299358","FL",2021-12-01,"66"
"1238","345303457","WA",2021-12-01,"67"
"1239","345303523","WA",2021-12-01,"68"
"1240","345305577","NY",2021-12-01,"69"
"1241","345308530","VA",2021-12-01,"70"
"1242","345314454","WA",2021-12-01,"71"
"1243","345318547","IL",2021-12-01,"72"
"1244","345320170","AR",2021-12-01,"73"
"1245","345320402","NY",2021-12-01,"74"
"1246","345326243","PA",2021-12-01,"75"
"1247","345327845","DE",2021-12-01,"76"
"1248","345334643","WI",2021-12-01,"77"
"1249","345340061","MN",2021-12-01,"78"
"1250","345340863","IA",2021-12-01,"79"
"1251","345341887","SD",2021-12-01,"80"
"1252","345344196","NY",2021-12-01,"81"
"1253","345352769","WA",2021-12-01,"82"
"1254","345354898","LA",2021-12-01,"83"
"1255","345356133","WA",2021-12-01,"84"
"1256","345361984","WV",2021-12-01,"85"
"1257","345362867","MA",2021-12-01,"86"
"1258","345363469","OH",2021-12-01,"87"
"1259","345364962","NJ",2021-12-01,"88"
"1260","345365415","TX",2021-12-01,"89"
"1261","345373096","IL",2021-12-01,"90"
"1262","345375505","IL",2021-12-01,"91"
"1263","345381404","OH",2021-12-01,"92"
"1264","345382329","IL",2021-12-01,"93"
"1265","345386189","MN",2021-12-01,"94"
"1266","345387062","IL",2021-12-01,"95"
"1267","345388417","IL",2021-12-01,"96"
"1268","345388458","CA",2021-12-01,"97"
"1269","345389555","CT",2021-12-01,"98"
"1270","345391338","NY",2021-12-01,"99"
"1271","345393110","MO",2021-12-01,"100"
"1272","345394506","MP",2021-12-01,"101"
"1273","345394845","LA",2021-12-01,"102"
"1274","345395164","LA",2021-12-01,"103"
"1275","345396733","NY",2021-12-01,"104"
"1276","345397111","WI",2021-12-01,"105"
"1277","345398127","NC",2021-12-01,"106"
"1278","345398150","NC",2021-12-01,"107"
"1279","345399158","NY",2021-12-01,"108"
"1280","345399299","IA",2021-12-01,"109"
"1281","345399315","TX",2021-12-01,"110"
"1282","345403398","CA",2021-12-01,"111"
"1283","345403471","MO",2021-12-01,"112"
"1284","345414460","NJ",2021-12-01,"113"
"1285","345418081","CT",2021-12-01,"114"
"1286","345418487","NJ",2021-12-01,"115"
"1287","345420541","NH",2021-12-01,"116"
"1288","345423057","NC",2021-12-01,"117"
"1289","345425276","IL",2021-12-01,"118"
"1290","345425458","NJ",2021-12-01,"119"
"1291","345427561","CA",2021-12-01,"120"
"1292","345427900","FL",2021-12-01,"121"
"1293","345428320","CA",2021-12-01,"122"
"1294","345436349","NY",2021-12-01,"123"
"1295","345440127","UT",2021-12-01,"124"
"1296","345440952","WI",2021-12-01,"125"
"1297","345442644","WA",2021-12-01,"126"
"1298","345443170","WY",2021-12-01,"127"
"1299","345443774","PA",2021-12-01,"128"
"1300","345446587","IL",2021-12-01,"129"
"1301","345447502","IL",2021-12-01,"130"
"1302","345451769","TN",2021-12-01,"131"
"1303","345451785","IL",2021-12-01,"132"
"1304","345454243","MD",2021-12-01,"133"
"1305","345454870","TX",2021-12-01,"134"
"1306","345460208","NV",2021-12-01,"135"
"1307","345465553","FL",2021-12-01,"136"
"1308","345466015","WI",2021-12-01,"137"
"1309","345466429","CA",2021-12-01,"138"
"1310","345466734","CA",2021-12-01,"139"
